"event","source","source_id","annotator","annotation_id","annotation_date","annotation_info_url","recording_url","recording_info_url","time_start","time_end","freq_low","freq_high","species","type","lat","lon","alt","effort","contact","additional","taxon","matchId"
"PamGuard64 2_00_16e Drift-17_JST.OE101","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE101",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698672","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,12.959,NA,NA,TRUE,"echolocation click event",29.1459345631429,-118.748340120184,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE101"
"PamGuard64 2_00_16e Drift-17_JST.OE102","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE102",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698220","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",2.252,86.095,NA,NA,TRUE,"echolocation click event",29.1457589324358,-118.748406181111,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE102"
"PamGuard64 2_00_16e Drift-17_JST.OE103","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE103",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698751","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",2.459,14.287,NA,NA,TRUE,"echolocation click event",29.1455356631089,-118.748472905278,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE103"
"PamGuard64 2_00_16e Drift-17_JST.OE104","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE104",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699600","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",0.394,5.091,NA,NA,TRUE,"echolocation click event",29.1453145055769,-118.748538998333,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE104"
"PamGuard64 2_00_16e Drift-17_JST.OE105","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE105",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700442","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,80.939,NA,NA,TRUE,"echolocation click event",29.1387018917754,-118.747375900336,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE105"
"PamGuard64 2_00_16e Drift-17_JST.OE106","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE106",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700725","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",1.33,1.33,NA,NA,TRUE,"echolocation click event",29.1385081442419,-118.7472779381,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE106"
"PamGuard64 2_00_16e Drift-17_JST.OE107","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE107",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700752","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",1.026,76.634,NA,NA,TRUE,"echolocation click event",29.1380984230902,-118.74707077572,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE107"
"PamGuard64 2_00_16e Drift-17_JST.OE108","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE108",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699098","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,7.494,NA,NA,TRUE,"echolocation click event",29.137887552879,-118.74696415595,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE108"
"PamGuard64 2_00_16e Drift-17_JST.OE109","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE109",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698904","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,17.289,NA,NA,TRUE,"echolocation click event",29.1320493384212,-118.744507567053,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE109"
"PamGuard64 2_00_16e Drift-17_JST.OE111","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE111",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700703","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,44.255,NA,NA,TRUE,"echolocation click event",29.1311876379513,-118.744311976717,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE111"
"PamGuard64 2_00_16e Drift-17_JST.OE113","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE113",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699756","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,46.053,NA,NA,TRUE,"echolocation click event",29.1307871178347,-118.744228751758,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE113"
"PamGuard64 2_00_16e Drift-17_JST.OE114","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE114",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699257","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,45.878,NA,NA,TRUE,"echolocation click event",29.1302793882977,-118.744122690739,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE114"
"PamGuard64 2_00_16e Drift-17_JST.OE125","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE125",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698139","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,22.986,NA,NA,TRUE,"echolocation click event",29.123892654994,-118.743271108398,NA,NA,"shannon.rankin@noaa.gov",NA,"possible Ziphiidae","PamGuard64 2_00_16e Drift-17_JST.OE125"
"PamGuard64 2_00_16e Drift-17_JST.OE126","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE126",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698247","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,83.493,NA,NA,TRUE,"echolocation click event",29.1234718860936,-118.743261809637,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE126"
"PamGuard64 2_00_16e Drift-17_JST.OE127","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE127",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700460","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,56.578,NA,NA,TRUE,"echolocation click event",29.1229637864873,-118.743295517793,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE127"
"PamGuard64 2_00_16e Drift-17_JST.OE129","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE129",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700335","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,85.674,NA,NA,TRUE,"echolocation click event",29.122405049451,-118.743342079212,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE129"
"PamGuard64 2_00_16e Drift-17_JST.OE140","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE140",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699942","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,7.055,NA,NA,TRUE,"echolocation click event",29.1031706327009,-118.748660262665,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE140"
"PamGuard64 2_00_16e Drift-17_JST.OE141","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE141",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698654","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,86.381,NA,NA,TRUE,"echolocation click event",29.1026896415848,-118.748871508763,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE141"
"PamGuard64 2_00_16e Drift-17_JST.OE142","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE142",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700571","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",3.04,117.732,NA,NA,TRUE,"echolocation click event",29.1019052292958,-118.749220313615,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE142"
"PamGuard64 2_00_16e Drift-17_JST.OE143","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE143",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700497","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,97.742,NA,NA,TRUE,"echolocation click event",29.1014880627325,-118.74942064784,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE143"
"PamGuard64 2_00_16e Drift-17_JST.OE157","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE157",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700350","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,22.051,NA,NA,TRUE,"echolocation click event",29.090791336876,-118.758720213956,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE157"
"PamGuard64 2_00_16e Drift-17_JST.OE158","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE158",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698808","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",0.682,117.236,NA,NA,TRUE,"echolocation click event",29.090691434511,-118.758953319474,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE158"
"PamGuard64 2_00_16e Drift-17_JST.OE160","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE160",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700341","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,10.115,NA,NA,TRUE,"echolocation click event",29.090617066296,-118.759234731659,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE160"
"PamGuard64 2_00_16e Drift-17_JST.OE266","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE266",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699707","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,8.107,NA,NA,TRUE,"echolocation click event",29.0166290627313,-118.775707745004,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE266"
"PamGuard64 2_00_16e Drift-17_JST.OE267","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE267",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700224","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",0.25,119.91,NA,NA,TRUE,"echolocation click event",29.0165144022946,-118.775705910437,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE267"
"PamGuard64 2_00_16e Drift-17_JST.OE268","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE268",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698465","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",0.455,118.481,NA,NA,TRUE,"echolocation click event",29.0160700971503,-118.775698801554,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE268"
"PamGuard64 2_00_16e Drift-17_JST.OE269","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE269",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698319","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,59.958,NA,NA,TRUE,"echolocation click event",29.0158142477794,-118.775694707964,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE269"
"PamGuard64 2_00_16e Drift-17_JST.OE270","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE270",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698159","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,12.948,NA,NA,TRUE,"echolocation click event",29.0156211121392,-118.775691617794,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE270"
"PamGuard64 2_00_16e Drift-17_JST.OE271","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE271",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700008","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",0.557,111.984,NA,NA,TRUE,"echolocation click event",29.0153450666518,-118.775701286022,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE271"
"PamGuard64 2_00_16e Drift-17_JST.OE272","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE272",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698129","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,5.663,NA,NA,TRUE,"echolocation click event",29.0053313705607,-118.774243567661,NA,NA,"shannon.rankin@noaa.gov",NA,"possible Ziphiidae","PamGuard64 2_00_16e Drift-17_JST.OE272"
"PamGuard64 2_00_16e Drift-17_JST.OE273","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE273",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699881","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",0.852,58.761,NA,NA,TRUE,"echolocation click event",29.0007657446154,-118.772541033846,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE273"
"PamGuard64 2_00_16e Drift-17_JST.OE274","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE274",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699462","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",0.345,119.236,NA,NA,TRUE,"echolocation click event",29.000343809057,-118.772434064268,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE274"
"PamGuard64 2_00_16e Drift-17_JST.OE275","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE275",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698555","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,63.751,NA,NA,TRUE,"echolocation click event",28.9990217326799,-118.772098889975,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE275"
"PamGuard64 2_00_16e Drift-17_JST.OE276","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE276",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699533","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,39.875,NA,NA,TRUE,"echolocation click event",28.9943094366692,-118.771884587524,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE276"
"PamGuard64 2_00_16e Drift-17_JST.OE277","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE277",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698297","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",0.255,17.859,NA,NA,TRUE,"echolocation click event",28.9935983159239,-118.771904905259,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE277"
"PamGuard64 2_00_16e Drift-17_JST.OE278","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE278",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700124","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,118.073,NA,NA,TRUE,"echolocation click event",28.9932204585829,-118.771915701183,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE278"
